longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,household_rooms
-122.27,37.85,52.0,7.113956109566034,5.683579767338681,6.47543271670409,5.717027701406222,2.1202,155500.0,NEAR BAY,1.2443452229234797
-122.26,37.84,50.0,7.7142311448490855,6.1224928095143865,6.898714534329988,6.040254711277414,1.9911,158700.0,NEAR BAY,1.2771367290929447
-122.27,37.84,52.0,7.315883504509785,5.700443573390687,6.53813982376767,5.62040086571715,2.6033,162900.0,NEAR BAY,1.301665784932637
-122.27,37.85,40.0,6.62273632394984,5.220355825078324,6.016157159698354,5.117993812416755,1.3578,147500.0,NEAR BAY,1.2940102248428733
-122.27,37.85,42.0,7.402451520818244,5.908082938168931,6.835184586147301,5.905361848054571,1.7135,159800.0,NEAR BAY,1.253513622244311
-122.27,37.84,52.0,7.798523053625206,6.295266001439646,6.923628628138427,6.171700597410915,1.725,113900.0,NEAR BAY,1.2635938718246893
-122.27,37.84,52.0,7.4318919168078,5.823045895483019,6.74993119378857,5.786897381366708,2.1806,99700.0,NEAR BAY,1.2842619156748531
-122.27,37.84,52.0,7.707512194600341,6.082218910376446,6.914730892718563,6.0473721790462776,2.6,132600.0,NEAR BAY,1.2745225473812134
-122.28,37.85,41.0,6.284134161070802,4.820281565605037,5.762051382780177,4.787491742782046,2.4038,107500.0,NEAR BAY,1.3126151435237874
-122.28,37.85,49.0,7.030857476116121,5.501258210544727,6.410174881966167,5.480638923341991,2.4597,93800.0,NEAR BAY,1.282853618794656
-122.28,37.85,52.0,7.549082710812286,6.045005314036012,7.005789019253503,5.986452005284438,1.808,105500.0,NEAR BAY,1.2610278515802786
-122.28,37.84,50.0,7.641564441260972,6.20050917404269,7.0317412587631285,6.161207321695077,1.6424,108900.0,NEAR BAY,1.2402706226672824
-122.28,37.84,52.0,6.593044534142437,5.081404364984463,5.981414211254481,5.049856007249537,1.6875,132000.0,NEAR BAY,1.305590599945327
-122.28,37.84,49.0,7.558516743045645,6.104793232414985,6.761572768804055,5.937536205082426,1.9274,122300.0,NEAR BAY,1.2730055837934406
-122.28,37.84,52.0,7.675081857716334,6.1779441140506,7.063903961472068,6.091309882077698,1.9615,115200.0,NEAR BAY,1.2600051559186847
-122.27,37.84,48.0,7.56164174558878,6.016157159698354,6.934397209928558,5.817111159963204,1.7969,110400.0,NEAR BAY,1.2998963811509165
-122.27,37.83,49.0,7.412160334945205,5.905361848054571,6.626717749249025,5.799092654460526,1.375,104900.0,NEAR BAY,1.2781586321515221
-122.27,37.83,51.0,7.888334500738654,6.354370040797351,7.138073034044347,6.285998094508865,2.7303,109700.0,NEAR BAY,1.2549056461899837
-122.27,37.83,49.0,7.103322062526113,5.645446897643238,6.3473892096560105,5.579729825986222,1.4861,97200.0,NEAR BAY,1.2730584247008043
-122.27,37.83,48.0,7.4949862339505335,6.07073772800249,6.895682697747868,5.926926025970411,1.0972,104500.0,NEAR BAY,1.2645655102002704
-122.28,37.83,52.0,7.321188556739478,5.968707559985366,6.804614520062624,6.0014148779611505,1.4103,103900.0,NEAR BAY,1.2199104220614543
-122.26,37.83,52.0,7.293697720601438,5.802118375377063,6.536691597591305,5.736572297479192,3.48,191400.0,NEAR BAY,1.271438298408004
-122.26,37.83,52.0,7.796880342783522,6.573680166960646,7.228388451573604,6.546785410760524,2.5898,176000.0,NEAR BAY,1.190947900929867
-122.26,37.83,52.0,7.418180822726788,6.040254711277414,6.853299093186078,5.981414211254481,2.0978,155400.0,NEAR BAY,1.24020516899982
-122.26,37.83,51.0,6.842683282238422,5.7430031878094825,6.249975242259483,5.521460917862246,1.2852,150000.0,NEAR BAY,1.239288547728726
-122.26,37.84,49.0,6.570882962339584,5.313205979041787,6.137727054086234,5.247024072160486,1.025,118800.0,NEAR BAY,1.2523066164691699
-122.26,37.84,52.0,6.85751406254539,5.313205979041787,6.148468295917647,5.293304824724492,3.9643,188800.0,NEAR BAY,1.2955071150474151
-122.26,37.83,52.0,7.275172319452771,5.7430031878094825,6.493753839851686,5.680172609017068,3.0125,184400.0,NEAR BAY,1.2808012749302196
-122.26,37.83,52.0,7.4127640174265625,6.042632833682381,6.577861357721047,5.948034989180646,2.6768,182300.0,NEAR BAY,1.2462542723622556
-122.26,37.83,50.0,7.026426808699636,5.777652323222656,6.424869023905388,5.720311776607412,2.026,142500.0,NEAR BAY,1.2283293434168114
-122.27,37.82,43.0,6.915723448631314,5.746203190540153,6.326149473155099,5.537334267018537,1.7348,137500.0,NEAR BAY,1.2489264897412349
-122.26,37.82,40.0,6.437751649736401,5.278114659230517,6.049733455231958,5.081404364984463,0.9506,187500.0,NEAR BAY,1.2669237059932517
-122.27,37.82,40.0,6.853299093186078,5.929589143389895,6.55250788703459,5.8664680569332965,1.775,112500.0,NEAR BAY,1.1682155304820068
-122.27,37.82,21.0,6.799055862058796,6.118097198041348,6.601230118728877,6.0844994130751715,0.9218,171900.0,NEAR BAY,1.1174388228961107
-122.27,37.82,43.0,7.533158807455563,6.124683390894205,6.967909201801884,6.0112671744041615,1.5045,93800.0,NEAR BAY,1.2531731811108948
-122.27,37.82,41.0,8.07775756373692,6.74993119378857,7.580699752224563,6.580639137284949,1.1108,97500.0,NEAR BAY,1.227503498553737
-122.27,37.82,52.0,7.396948602621014,6.124683390894205,7.0587581525186645,5.993961427306569,1.2475,104200.0,NEAR BAY,1.234066767417435
-122.28,37.82,52.0,7.065613363597717,5.4638318050256105,6.553933404025811,5.455321115357702,1.6098,87500.0,NEAR BAY,1.2951782698376373
-122.28,37.82,52.0,6.852242569051878,5.497168225293202,6.3578422665081,5.3981627015177525,1.4113,83100.0,NEAR BAY,1.2693656986524868
-122.28,37.82,52.0,7.122059881629142,5.666426688112432,6.434546518787453,5.560681631015528,1.5057,87500.0,NEAR BAY,1.280789002899356
-122.28,37.82,52.0,7.306531398939505,5.817111159963204,6.591673732008658,5.501258210544727,0.8172,85300.0,NEAR BAY,1.3281564179144432
-122.28,37.82,52.0,7.23561914106675,5.834810737062605,6.980075940561763,5.720311776607412,1.2171,80300.0,NEAR BAY,1.2648994361908772
-122.29,37.82,2.0,5.0689042022202315,3.784189633918261,4.553876891600541,4.060443010546419,2.5625,60000.0,NEAR BAY,1.2483623557957786
-122.29,37.83,52.0,7.022868086082641,5.356586274672012,6.318968113746434,5.236441962829949,3.3929,75700.0,NEAR BAY,1.3411526635706752
-122.29,37.82,49.0,4.912654885736052,3.4011973816621555,4.465908118654584,3.1780538303479458,6.1183,75000.0,NEAR BAY,1.5458060649646692
-122.29,37.81,50.0,6.634633357861686,5.25227342804663,5.934894195619588,4.812184355372417,0.9011,86100.0,NEAR BAY,1.37871554119797
-122.3,37.81,52.0,7.110696122978827,5.472270673671475,6.257667587882639,5.075173815233827,1.191,76100.0,NEAR BAY,1.4010744029367235
-122.3,37.81,48.0,6.720220155135295,5.209486152841421,5.973809611869261,4.897839799950911,2.5938,73500.0,NEAR BAY,1.3720783916212713
-122.3,37.81,52.0,6.918695219020472,5.3471075307174685,6.405228458030842,5.236441962829949,1.1667,78400.0,NEAR BAY,1.3212588372279745
-122.3,37.81,48.0,7.283448228756631,5.872117789475416,6.670766320845874,5.808142489980444,0.8056,84400.0,NEAR BAY,1.2540064644283813
-122.29,37.8,52.0,6.93537044601511,5.501258210544727,6.20050917404269,4.997212273764115,2.6094,81300.0,NEAR BAY,1.3878478771907545
-122.3,37.81,52.0,6.35088571671474,4.700480365792417,5.616771097666572,4.418840607796598,1.8516,85000.0,NEAR BAY,1.43722896578556
-122.29,37.81,46.0,7.938088726896952,6.4692503167957724,7.508787170634276,6.416732282512326,0.9802,129200.0,NEAR BAY,1.2370920863460075
-122.29,37.81,26.0,6.645090969505644,5.030437921392435,5.973809611869261,4.852030263919617,1.7719,82500.0,NEAR BAY,1.369548541137404
-122.29,37.81,46.0,6.841615476477592,5.697093486505405,6.368187186350492,5.627621113690637,0.7286,95200.0,NEAR BAY,1.21572069943259
-122.29,37.81,49.0,6.739336627357174,5.3230099791384085,6.329720905522696,5.030437921392435,1.75,75000.0,NEAR BAY,1.339711717482384
-122.29,37.81,46.0,2.5649493574615367,1.6094379124341003,2.9444389791664403,2.0794415416798357,0.4999,67500.0,NEAR BAY,1.2334799060470307
-122.29,37.81,20.0,6.728628613084702,5.087596335232384,5.673323267171493,4.897839799950911,2.483,137500.0,NEAR BAY,1.3737951602974314
-122.28,37.81,17.0,7.121252453244542,6.137727054086234,6.637258031284457,6.0867747269123065,0.9241,177500.0,NEAR BAY,1.1699549881086209
-122.28,37.81,36.0,7.977625098784593,6.333279628139691,7.1204443723924875,6.234410725718371,2.4464,102100.0,NEAR BAY,1.2796117307246158
-122.28,37.81,19.0,7.0967213784947605,5.497168225293202,6.582025138892826,5.337538079701318,1.1111,108300.0,NEAR BAY,1.3295870254272517
-122.29,37.81,23.0,7.465082736399547,5.926926025970411,6.961296045910167,5.786897381366708,0.8026,112500.0,NEAR BAY,1.2899974277125505
-122.28,37.8,38.0,6.529418838262226,5.176149732573829,5.84354441703136,5.049856007249537,2.0114,131300.0,NEAR BAY,1.292991092991293
-122.28,37.81,17.0,6.829793737512425,5.66988092298052,6.413458957167357,5.66988092298052,1.5,162500.0,NEAR BAY,1.2045744576099786
-122.27,37.81,52.0,5.351858133476067,4.04305126783455,5.214935757608986,4.04305126783455,1.1667,112500.0,NEAR BAY,1.3237176031019044
-122.28,37.81,52.0,5.831882477283517,4.584967478670572,5.303304908059076,4.477336814478207,1.5208,112500.0,NEAR BAY,1.302533787144439
-122.28,37.81,52.0,5.958424693029782,5.10594547390058,5.849324779946859,5.049856007249537,0.8075,137500.0,NEAR BAY,1.1799197213694628
-122.28,37.81,35.0,6.855408798609928,5.220355825078324,6.148468295917647,5.135798437050262,1.8088,118800.0,NEAR BAY,1.3348282419251878
-122.28,37.81,52.0,6.651571873589727,4.969813299576001,5.934894195619588,4.7535901911063645,2.4083,98200.0,NEAR BAY,1.3992733084215703
-122.27,37.81,40.0,6.78105762593618,6.113682179832232,6.368187186350492,5.942799375126701,0.977,118800.0,NEAR BAY,1.1410544421738293
-122.27,37.81,10.0,6.775366090936392,5.855071922202427,6.304448802421981,5.802118375377063,0.76,162500.0,NEAR BAY,1.1677400653681218
-122.27,37.8,10.0,4.663439094112067,3.7612001156935624,4.836281906951478,3.6888794541139363,0.9722,137500.0,NEAR BAY,1.2641885299101536
-122.27,37.8,52.0,5.521460917862246,4.3694478524670215,5.983936280687191,4.454347296253507,1.2434,500001.0,NEAR BAY,1.2395667761483875
-122.27,37.8,16.0,6.902742737158593,5.973809611869261,6.68586094706836,5.8944028342648505,2.0938,162500.0,NEAR BAY,1.1710673551241095
-122.28,37.8,52.0,5.375278407684165,4.477336814478207,6.807934943699926,4.48863636973214,0.8668,137500.0,NEAR BAY,1.1975303778071327
-122.28,37.8,52.0,4.574710978503383,3.4657359027997265,5.2574953720277815,3.5553480614894135,0.75,162500.0,NEAR BAY,1.2867125522970417
-122.27,37.79,27.0,6.962243464266207,5.8522024797744745,6.577861357721047,5.713732805509369,2.6354,187500.0,NEAR BAY,1.2185105081485406
-122.27,37.8,39.0,7.447751280047908,6.436150368369428,7.191429330036379,6.148468295917647,1.8477,179200.0,NEAR BAY,1.2113181562622575
-122.26,37.8,36.0,8.58110651715989,7.815207062189088,8.151909872940905,7.751045117971802,2.0096,130000.0,NEAR BAY,1.1070902551274646
-122.26,37.82,31.0,8.433159195806228,7.194436851100335,7.6251071482389,7.074116816197362,2.8345,183800.0,NEAR BAY,1.192114777705835
-122.26,37.81,29.0,5.817111159963204,4.68213122712422,5.313205979041787,4.5217885770490405,2.0062,125000.0,NEAR BAY,1.28646243866614
-122.26,37.82,22.0,8.211482916445066,7.147559271189454,7.613324979540639,7.1316985104669115,1.2185,170000.0,NEAR BAY,1.151406345121488
-122.26,37.82,37.0,8.198089248956116,6.990256500493881,7.516977224604321,6.8885724595653635,2.6104,193100.0,NEAR BAY,1.1900998787596955
-122.25,37.81,29.0,8.446126742982377,7.254884810077338,7.742835955430749,7.1316985104669115,2.4912,257800.0,NEAR BAY,1.1843078798951374
-122.25,37.81,28.0,8.66681936537205,7.38025578842646,7.849323818040561,7.311886164077165,3.2177,273400.0,NEAR BAY,1.1853055656078983
-122.25,37.81,39.0,6.75110146893676,5.493061443340548,5.966146739123692,5.43372200355424,3.125,237500.0,NEAR BAY,1.2424451351248393
-122.25,37.81,52.0,7.6760099320288875,6.553933404025811,6.79794041297493,6.419994928147142,2.5795,350000.0,NEAR BAY,1.1956411208948168
-122.26,37.81,34.0,8.677950570294351,7.557472901614746,7.897296472595885,7.489970898834801,2.8406,335700.0,NEAR BAY,1.1586093841358398
-122.24,37.82,52.0,7.31986492980897,5.420534999272286,6.51471269087253,5.501258210544727,4.9306,313400.0,NEAR BAY,1.330580141789812
-122.24,37.81,52.0,7.614312146452,6.180016653652572,6.565264970035361,6.124683390894205,3.2727,268500.0,NEAR BAY,1.2432172669974224
-122.25,37.81,52.0,7.472500744737558,6.133398042996649,6.532334292222349,6.0473721790462776,3.1691,259400.0,NEAR BAY,1.2356608000131448
-122.24,37.82,52.0,8.155362120328135,6.62273632394984,7.275864600546533,6.577861357721047,3.9,275700.0,NEAR BAY,1.23981970382447
-122.25,37.82,28.0,8.11312710422178,6.752270376141742,7.327123292259293,6.688354713946762,3.9063,225000.0,NEAR BAY,1.2130228510913215
-122.25,37.82,52.0,7.261927092702751,5.66988092298052,6.311734809152915,5.537334267018537,5.0917,262500.0,NEAR BAY,1.3114482063971165
-122.25,37.82,32.0,8.245384468120747,7.002155954403621,7.499423290592229,6.930494765951626,2.6429,218500.0,NEAR BAY,1.1897252283673825
-122.25,37.82,26.0,8.283999304248526,7.087573705557973,7.4673710669175595,7.1049654482698426,3.0233,255000.0,NEAR BAY,1.1659450513254495
-122.25,37.83,52.0,7.773594467360194,6.327936783729195,6.84587987526405,6.253828811575473,3.1484,224100.0,NEAR BAY,1.2430136323801706
-122.25,37.83,35.0,7.3864708488298945,6.061456918928017,6.516193076042964,6.0473721790462776,3.4722,243100.0,NEAR BAY,1.2214348034380123
-122.25,37.83,52.0,7.154615356913663,5.662960480135946,6.282266746896006,5.676753802268282,3.1429,231600.0,NEAR BAY,1.260335678826668
-122.25,37.83,28.0,8.521782643750045,7.467942332285852,7.847371836159788,7.415776975415394,2.4234,218500.0,NEAR BAY,1.149142250636886
-122.25,37.83,52.0,8.340694647925071,7.00850518208228,7.488293515159428,6.945051063725834,3.0897,234100.0,NEAR BAY,1.2009551220564405
-122.23,37.84,50.0,7.830425617820331,5.991464547107982,6.878326468291325,5.924255797414532,5.8596,327600.0,NEAR BAY,1.32175683927046
-122.23,37.84,47.0,8.063377822367027,6.12029741895095,7.002155954403621,6.186208623900494,5.2868,347600.0,NEAR BAY,1.3034442115666884
-122.24,37.83,41.0,7.854381210652365,6.008813185442595,6.678342114654332,5.932245187448011,5.956,366100.0,NEAR BAY,1.3240149323685046
-122.24,37.85,37.0,5.814130531825066,4.007333185232471,4.59511985013459,3.871201010907891,4.9643,335000.0,NEAR BAY,1.5018932149073578
-122.23,37.85,52.0,7.937731775260109,6.021023349349527,6.967909201801884,6.0014148779611505,6.3434,373600.0,NEAR BAY,1.3226433993773115
-122.24,37.84,52.0,8.169053149927343,6.354370040797351,7.071573364211532,6.320768294250582,5.1773,389500.0,NEAR BAY,1.2924145878528683
-122.24,37.85,52.0,7.868254265520613,5.902633333401366,6.804614520062624,5.908082938168931,7.2354,391100.0,NEAR BAY,1.331777896123982
-122.22,37.85,28.0,8.573195381531523,6.955592608396297,7.616775808698373,6.863803391452954,5.457,337300.0,NEAR BAY,1.2490444280800879
-122.22,37.84,50.0,7.984803389734406,6.161207321695077,6.939253946041508,6.173786103901937,7.5,295200.0,NEAR BAY,1.2933398169865127
-122.21,37.84,44.0,8.138856750696325,6.393590753950631,7.214504414151143,6.393590753950631,6.0194,292300.0,NEAR BAY,1.2729711775291976
-122.21,37.83,40.0,8.515591910049263,6.51471269087253,7.388327859577107,6.484635235635252,7.5544,411500.0,NEAR BAY,1.3131952069182276
-122.2,37.84,30.0,7.701652362642226,5.849324779946859,6.739336627357174,5.840641657373398,6.0666,311500.0,NEAR BAY,1.3186312077405797
-122.21,37.84,34.0,8.019283792916793,6.19644412779452,7.039660349862076,6.208590026096629,7.0548,325900.0,NEAR BAY,1.2916433134108158
-122.19,37.84,18.0,7.388946097618437,5.351858133476067,6.280395838960195,5.272999558563747,11.6017,392600.0,NEAR BAY,1.4012794834428222
-122.2,37.84,35.0,7.960672608388117,6.133398042996649,6.9782137426306985,6.095824562432225,7.4882,319300.0,NEAR BAY,1.305922197539724
-122.21,37.83,34.0,8.53030683056162,6.670766320845874,7.395107546562485,6.642486801367256,6.8976,333300.0,NEAR BAY,1.2842038058405754
-122.19,37.83,28.0,7.190676034332207,5.220355825078324,6.139884552226255,5.25227342804663,8.2049,335200.0,NEAR BAY,1.369059728675719
-122.2,37.83,26.0,7.371489295214277,5.4116460518550396,6.297109319933935,5.356586274672012,8.401,351200.0,NEAR BAY,1.3761543112017998
-122.19,37.83,29.0,7.491087593534876,5.605802066295998,6.495265555937008,5.598421958998375,6.8538,368900.0,NEAR BAY,1.3380712722974388
-122.19,37.82,32.0,7.515344571180436,5.579729825986222,6.455198563340122,5.575949103146316,8.317,365900.0,NEAR BAY,1.3478144136824681
-122.2,37.82,37.0,7.114769448366463,5.204006687076795,6.042632833682381,5.176149732573829,7.0175,366700.0,NEAR BAY,1.3745292960890951
-122.2,37.82,39.0,8.235095497258357,6.282266746896006,7.143617602704121,6.2166061010848646,6.3302,362800.0,NEAR BAY,1.3246931466063523
-122.18,37.81,30.0,5.680172609017068,3.6635616461296463,4.844187086458591,3.970291913552122,6.3624,483300.0,NEAR BAY,1.4306687600547632
-122.21,37.82,52.0,7.773173680482536,5.811140992976701,6.70196036600254,5.860786223465865,7.0549,331400.0,NEAR BAY,1.3263022031685283
-122.2,37.81,45.0,7.994632311431825,6.07993319509559,6.97354301952014,6.056784013228625,6.7851,323500.0,NEAR BAY,1.319946739717108
-122.21,37.8,50.0,7.949444420250626,6.406879986069314,7.13966033596492,6.315358001522335,2.8929,216700.0,NEAR BAY,1.2587480263722801
-122.21,37.8,38.0,7.720905251936779,6.284134161070802,6.858565034791365,6.1903154058531475,3.0812,233100.0,NEAR BAY,1.2472555509265988
-122.21,37.81,52.0,7.237059026124737,5.3612921657094255,6.236369590203704,5.41610040220442,5.2402,296400.0,NEAR BAY,1.3362121247196903
-122.22,37.81,52.0,7.586803535162581,5.817111159963204,6.641182169740591,5.733341276897746,6.5217,273700.0,NEAR BAY,1.323277852956928
-122.22,37.8,52.0,7.688913336864796,6.144185634125646,7.029972911706386,6.133398042996649,3.2632,227700.0,NEAR BAY,1.2536139482491757
-122.22,37.8,52.0,7.734996194022781,6.142037405587356,6.97914527506881,6.091309882077698,3.0298,199600.0,NEAR BAY,1.2698411907726543
-122.22,37.8,52.0,7.909122183211411,6.295266001439646,7.078341579557671,6.246106765481563,4.5428,239800.0,NEAR BAY,1.2662483175792518
-122.22,37.81,52.0,7.613324979540639,5.8289456176102075,6.6293632534374485,5.831882477283517,4.072,270100.0,NEAR BAY,1.305466118221044
-122.22,37.81,52.0,7.987864096085687,6.285998094508865,6.942156705699469,6.257667587882639,5.3509,302100.0,NEAR BAY,1.2764922367486256
-122.23,37.8,52.0,7.617759576608505,6.18826412308259,6.669498089857879,6.131226489483141,3.1603,269500.0,NEAR BAY,1.2424528093482121
-122.23,37.81,52.0,7.2682230211595655,5.438079308923196,6.418364935936212,5.365976015021851,4.7708,314700.0,NEAR BAY,1.3545015856970744
-122.22,37.81,52.0,7.982074875081202,5.998936561946683,6.92951677076365,5.942799375126701,8.1564,390100.0,NEAR BAY,1.3431506553106587
-122.23,37.81,52.0,7.7475968386928855,5.680172609017068,6.759255270663693,5.556828061699537,8.8793,410300.0,NEAR BAY,1.394248076900783
-122.24,37.81,52.0,7.818430272070656,5.749392985908253,6.860663671448287,5.793013608384144,6.8591,352400.0,NEAR BAY,1.349630917620348
-122.24,37.81,52.0,7.307202314764738,5.476463551931511,6.453624998892692,5.54907608489522,6.0302,287300.0,NEAR BAY,1.3168322443181486
-122.23,37.81,52.0,7.942717540573791,5.902633333401366,6.778784897685177,5.8664680569332965,7.508,348700.0,NEAR BAY,1.3539181435048768
-122.24,37.81,52.0,7.646831391430482,6.311734809152915,6.823286122355687,6.182084906716632,2.7477,243800.0,NEAR BAY,1.2369340613750632
-122.24,37.8,52.0,6.790097235513905,5.1298987149230735,5.8888779583328805,5.170483995038151,2.1944,211500.0,NEAR BAY,1.3132420953299562
-122.25,37.8,52.0,7.643961949002529,6.236369590203704,7.088408778675395,6.192362489474872,3.0149,218400.0,NEAR BAY,1.2344177140784205
-122.24,37.81,52.0,7.829630389150193,6.220590170099739,6.955592608396297,6.251903883165888,3.675,269900.0,NEAR BAY,1.2523593669174202
-122.25,37.81,46.0,8.081165777725433,6.728628613084702,7.2254814727822945,6.617402977974478,3.225,218800.0,NEAR BAY,1.221198981628137
-122.25,37.8,42.0,8.323851131338817,6.97166860472579,7.447751280047908,6.923628628138427,2.9345,225000.0,NEAR BAY,1.202238245059783
-122.25,37.8,43.0,7.768533300926033,6.675823221634848,7.215239978730097,6.583409222158765,2.1429,250000.0,NEAR BAY,1.1800167722793715
-122.25,37.8,41.0,7.294377299288821,6.152732694704104,6.968850378341948,6.025865973825314,1.6121,171400.0,NEAR BAY,1.2105110420599408
-122.25,37.8,29.0,7.81156848934518,6.762729506931879,7.197435354096591,6.651571873589727,1.3929,193800.0,NEAR BAY,1.1743943593786086
-122.24,37.79,27.0,7.398174092970465,6.20050917404269,7.066466970136958,6.063785208687608,2.3173,125000.0,NEAR BAY,1.2200587320228746
-122.25,37.79,45.0,7.488293515159428,6.267200548541362,7.297091005160418,6.133398042996649,1.7772,97500.0,NEAR BAY,1.2209045398104972
-122.25,37.79,50.0,6.4457198193855785,5.241747015059643,6.610696044717759,5.2832037287379885,2.6458,125000.0,NEAR BAY,1.2200399890551414
-122.25,37.79,52.0,7.200424892944957,5.971261839790462,6.99117688712121,5.8971538676367405,2.181,138800.0,NEAR BAY,1.2210000034865118
-122.25,37.8,36.0,7.425953657077541,6.408528791059498,7.406103381237015,6.298949246855942,2.2303,116700.0,NEAR BAY,1.1789194302183228
-122.25,37.8,43.0,7.76004068088038,6.473890696352274,7.444833273892193,6.4692503167957724,1.6504,151800.0,NEAR BAY,1.1995270395911868
-122.24,37.8,52.0,6.904750769961838,5.43372200355424,6.595780513961311,5.43372200355424,2.2697,127000.0,NEAR BAY,1.2707221248060514
-122.24,37.8,52.0,7.3727463664043285,5.924255797414532,7.020190708311925,5.8522024797744745,2.1563,128600.0,NEAR BAY,1.2598242100961023
-122.24,37.8,52.0,7.369600720526409,5.988961416889864,6.914730892718563,5.817111159963204,2.1348,140600.0,NEAR BAY,1.2668832549132558
-122.24,37.8,47.0,7.624130585661289,6.3784261836515865,7.101675971619444,6.318968113746434,2.6292,182700.0,NEAR BAY,1.20654677289407
-122.23,37.8,52.0,7.084226422097916,5.66988092298052,6.650279048587422,5.552959584921617,2.3833,146900.0,NEAR BAY,1.2757568849112941
-122.24,37.8,52.0,7.4977617006225685,6.042632833682381,7.186901020411631,5.996452088619021,2.957,122800.0,NEAR BAY,1.2503663149169424
-122.24,37.8,49.0,7.951207156472972,6.620073206530356,7.305188215393037,6.519147287940395,2.5238,169300.0,NEAR BAY,1.2196698134404338
-122.23,37.8,52.0,6.664409020350408,5.220355825078324,6.192362489474872,5.231108616854587,1.9375,126600.0,NEAR BAY,1.2739955348810268
-122.23,37.8,51.0,7.372118028337787,6.028278520230698,6.856461984594587,5.973809611869261,1.9028,127900.0,NEAR BAY,1.2340731471739994
-122.23,37.8,50.0,7.465655310134056,6.175867270105761,7.047517221357296,6.030685260261263,2.25,123500.0,NEAR BAY,1.2379447754185444
-122.23,37.8,52.0,7.133295954896068,5.703782474656201,6.739336627357174,5.638354669333745,2.3929,111900.0,NEAR BAY,1.2651378590447862
-122.23,37.79,43.0,8.69349667588463,7.20414929203594,8.38206051742474,7.116394144093465,2.1917,112800.0,NEAR BAY,1.2216153995770658
-122.23,37.79,52.0,7.486613313139955,5.981414211254481,7.414572881350589,6.023447592961033,2.9357,107900.0,NEAR BAY,1.242911671031847
-122.23,37.79,30.0,6.907755278982137,5.579729825986222,6.919683849847411,5.575949103146316,1.8854,137500.0,NEAR BAY,1.2388483379599589
-122.24,37.79,39.0,7.293017679772782,6.068425588244111,7.289610521451167,5.966146739123692,2.1638,105500.0,NEAR BAY,1.222399984222309
-122.24,37.79,47.0,7.224753405767971,5.981414211254481,7.121252453244542,5.717027701406222,2.125,95500.0,NEAR BAY,1.2637254502004411
-122.24,37.79,52.0,6.51471269087253,5.198497031265826,6.473890696352274,5.1298987149230735,3.375,116100.0,NEAR BAY,1.2699495746223954
-122.24,37.79,43.0,7.394493107219038,5.932245187448011,7.158513997329321,5.8805329864007,2.2542,112200.0,NEAR BAY,1.2574528744791529
